,Product,Price,Quantity,Category
7361,carrefour filo interdentale cerato 50 m,1.95 € / pz,1.0 pz,cura della persona
7362,oral b dentifricio kids cars/frozen 75 ml - dentifricio per bambini 0-5 anni,39.87 € / l,0.075 l,cura della persona
7363,carrefour soft protection collutorio 500 ml,3.38 € / l,0.5 l,cura della persona
7364,gillette venus simply2 usa&getta - 4 rasoi + 2 omaggio,0.58 € / pz,6.0 pz,cura della persona
7365,spuma di sciampagna benessere idratante bagnodoccia crema latte di mandorla e burro di karité 650 ml,4.91 € / l,0.65 l,cura della persona
7366,gillette sensor3 comfort rasoio da uomo usa e getta - 3 rasoi + 2 gratis,1.16 € / pz,5.0 pz,cura della persona
7367,carrefour soft super + ultra assorbenti ultra sottili 12 pz,0.09 € / pz,12.0 pz,cura della persona
7368,tena discreet ultra mini assorbenti sottili 20 pz,0.17 € / pz,20.0 pz,cura della persona
7369,mentadent 2-6 anni gusto frutta 50 ml,37.80 € / l,0.05 l,cura della persona
7370,neutro roberts fresco zero% sali tè verde e lime deo spray 150 ml,26.60 € / l,0.15 l,cura della persona
7371,mentadent crystal gel 75 ml,31.87 € / l,0.075 l,cura della persona
7372,mentadent white now 75 ml,46.53 € / l,0.075 l,cura della persona
7373,dove idratazione quotidiana shampoo per tutti i tipi di capelli 225 ml,13.29 € / l,0.225 l,cura della persona
7374,nivea creme 150 ml,13.27 € / l,0.15 l,cura della persona
7375,"l'oréal paris shampoo elvive antiforfora, per capelli normali, 285 ml",16.11 € / l,0.285 l,cura della persona
7376,lines intervallo velo regular sottilissimo 64 pz,0.07 € / pz,64.0 pz,cura della persona
7377,intesa pour homme bagno doccia shampoo rivitalizzante ginseng 500 ml,8.78 € / l,0.5 l,cura della persona
7378,"garnier balsamo fructis capelli normali, capelli forti e brillanti, 200 ml",11.50 € / l,0.2 l,cura della persona
7379,carrefour diagnostic contenitore per urine sterile,1.19 € / pz,1.0 pz,cura della persona
7380,gillette blue ii rasoio da uomo usa e getta - 5 rasoi,0.59 € / pz,5.0 pz,cura della persona
7381,palmolive ricarica sapone liquido mani naturals latte e mandorla 900 ml,4.99 € / l,0.9 l,cura della persona
7382,"colgate dentifricio sbiancante total whitening protezione 24h, 75ml",43.87 € / l,0.075 l,cura della persona
7383,chilly delicato detergente intimo 300 ml,14.30 € / l,0.3 l,cura della persona
7384,"l'oréal paris struccante occhi waterproof, strucca efficacemente il trucco a lunga tenuta, 125 ml",34.40 € / l,0.125 l,cura della persona
7385,tampax compak regular x16,0.26 € / pz,16.0 pz,cura della persona
7386,sunsilk ricci da domare shampoo per capelli ricci definiti ed elastici 400 ml,8.63 € / l,0.4 l,cura della persona
7387,gillette rasoio da uomo usa e getta blue3 - 4 rasoi + 2 gratis = 6 rasoi,0.61 € / pz,6.0 pz,cura della persona
7388,dove ricostruzione intensiva shampoo per capelli danneggiati 225 ml,13.29 € / l,0.225 l,cura della persona
7389,"garnier ultra dolce balsamo meraviglioso all'olio d'argan e di camelia per capelli secchi, 200 ml",15.95 € / l,0.2 l,cura della persona
7390,"colgate dentifricio maximum caries protection, protezione carie 2x75 ml",33.27 € / l,0.15 l,cura della persona
7391,borotalco originale profumo di borotalco deo vapo 75 ml,61.20 € / l,0.075 l,cura della persona
7392,blanx o₃x oxygen power dentifricio non abrasivo 75 ml,53.20 € / l,0.075 l,cura della persona
7393,chilly gel detergente intimo 300 ml,14.30 € / l,0.3 l,cura della persona
7394,garnier skinactive acqua micellare bifase 400 ml,13.23 € / l,0.4 l,cura della persona
7395,oral-b filo interdentale non cerato menta 50 m,3.49 € / pz,1.0 pz,cura della persona
7396,infasil uomo derma48h deospray fresh 150 ml,27.93 € / l,0.15 l,cura della persona
7397,bilba spuma cristalli liquidi con semi di lino 200 ml,18.95 € / l,0.2 l,cura della persona
7398,polident lunga tenuta adesivo per protesi dentiera giornaliera ad alto comfort fino a 12 ore 40g,149.75 € / kg,0.04 kg,cura della persona
7399,spuma di sciampagna benessere marsiglia sapone crema 400 ml,6.23 € / l,0.4 l,cura della persona
7400,borotalco invisible no transfer profumo fresco oceanico deo spray 150 ml,26.60 € / l,0.15 l,cura della persona
7401,nivea dry fresh 150 ml,23.93 € / l,0.15 l,cura della persona
7402,sanex deodorante roll-on ph balance dermo extra control 48h 50 ml,69.80 € / l,0.05 l,cura della persona
7403,palmolive bagnoschiuma naturals oliva verde e latte idratante 500ml,8.18 € / l,0.5 l,cura della persona
7404,colgate collutorio sbiancante carbone plax white & charcoal 500 ml,9.98 € / l,0.5 l,cura della persona
7405,johnson's baby olio 300 ml,13.30 € / l,0.3 l,cura della persona
7406,oral-b pro-expert collutorio multi-protection senza alcool menta 500 ml,8.80 € / l,0.5 l,cura della persona
7407,listerine cool mint 500 ml,9.98 € / l,0.5 l,cura della persona
7408,"johnson's baby olio aloe vera, testato da pediatri e dermatologi, 300ml",13.30 € / l,0.3 l,cura della persona
7409,i provenzali sapone extrafino marsiglia con olio d'oliva 150 g,16.60 € / kg,0.15 kg,cura della persona
7410,malizia bagno schiuma con antibatterico muschio bianco 1000 ml,2.79 € / l,1.0 l,cura della persona
7411,malizia bagno schiuma mora e muschio 1000 ml,2.79 € / l,1.0 l,cura della persona
7412,nivea crema corpo nutriente pelle secca o molto secca 250 ml,19.16 € / l,0.25 l,cura della persona
7413,dove caring hand wash cucumber & green tea scent ricarica 500 ml,3.38 € / l,0.5 l,cura della persona
7414,tampax regular x20,0.23 € / pz,20.0 pz,cura della persona
7415,polident apparecchi & bite freschezza & trasparenza pulitore quotidiano compresse 30 pz,3.69 € / pz,1.0 pz,cura della persona
7416,carrefour soft pure assorbenti night+ 10 pz,0.19 € / pz,10.0 pz,cura della persona
7417,nivea crema corpo nutriente pelle secca o molto secca 500 ml,11.20 € / l,0.5 l,cura della persona
7418,carrefour cotone pretagliato 200 g,18.95 € / kg,0.2 kg,cura della persona
7419,mentadent interdental expert medium,2.15 € / pz,1.0 pz,cura della persona
7420,nivea soft crema idratante rinfrescante 200 ml,24.95 € / l,0.2 l,cura della persona
7421,chilly con antibatterico detergente intimo 300 ml,14.30 € / l,0.3 l,cura della persona
7422,prep 2 mini schiume da barba dermoprotettive 50 ml,32.90 € / l,0.1 l,cura della persona
7423,carrefour spugna morbida da bagno,1.45 € / pz,1.0 pz,cura della persona
7424,mentadent vertical expert sensitive extra soft,2.65 € / pz,1.0 pz,cura della persona
7425,nuvenia pure sensitive ultra notte+ con ali 8 pz,0.26 € / pz,8.0 pz,cura della persona
7426,lycia delicate touch strisce depilatorie viso pelli sensibili 20 strisce + 4 salviettine,0.23 € / pz,20.0 pz,cura della persona
7427,i provenzali sapone vegetale mandorle dolci al profumo di muschio bianco 100 g,19.50 € / kg,0.1 kg,cura della persona
7428,"neutromed ph 5,5 cocco latte bagnodoccia 400 ml",7.23 € / l,0.4 l,cura della persona
7429,carrefour soft doccia crema *con estratto emulsionato di cocco 250 ml,5.16 € / l,0.25 l,cura della persona
7430,"gillette lamette rasoi uomo fusion5 power per rasoio a 5 lame, confezione da 4 lamette barba",4.75 € / pz,4.0 pz,cura della persona
7431,infasil ph specialist 4.5 intimo bambini alta tollerabilità 300 ml,16.30 € / l,0.3 l,cura della persona
7432,meridol dentifricio protezione gengive con effetto antibatterico 75 ml,66.53 € / l,0.075 l,cura della persona
7433,enervit protein 32% bar with vitamins triple chocolate 47 g,50.00 € / kg,0.045 kg,cura della persona
7434,opharm 10 mascherine ffp2 nere,5.00 € / pz,1.0 pz,cura della persona
7435,o.b. procomfort ultimate comfort* super 16 pz,0.12 € / pz,16.0 pz,cura della persona
7436,carrefour soft normal ultra assorbenti ultrasottili 16 pz,0.07 € / pz,16.0 pz,cura della persona
7437,nivea q10 anti-rughe power crema giorno rassodante spf 15 50 ml,193.80 € / l,0.05 l,cura della persona
7438,nivea crema corpo idratante express pelle normale o secca 250 ml,19.16 € / l,0.25 l,cura della persona
7439,omia laboratori ecobio bagno seta argan del marocco nutriente 400 ml,11.23 € / l,0.4 l,cura della persona
7440,spuma di sciampagna benessere rigenerante bagnodoccia crema ametista e orchidea 650 ml,4.91 € / l,0.65 l,cura della persona
7441,lines specialist maxi 12 pezzi,0.57 € / pz,12.0 pz,cura della persona
7442,carrefour primo soccorso compresse di garza sterili 10x10 cm 200 pz,3.40 € / pz,1.0 pz,cura della persona
7443,scholl expertcare deodorante piedi 150 ml,35.27 € / l,0.15 l,cura della persona
7444,"gillette lamette rasoi uomo mach3 per rasoio a 3 lame, confezione da 7 lamette barba",2.86 € / pz,7.0 pz,cura della persona
7445,tenderly la carta igienica fior di lino 4 pz,1.07 € / pz,4.0 pz,cura della persona
7446,mentadent tecnic clean hard,2.19 € / pz,1.0 pz,cura della persona
7447,"garnier ultra dolce, shampoo per capelli che tendono a ingrassarsi, argilla e cedro, 250 ml",12.76 € / l,0.25 l,cura della persona
7448,carrefour soft softness mandorla & fiori di aarancio shampoo delicatezza 250 ml,6.36 € / l,0.25 l,cura della persona
7449,"i provenzali saponetta vegetale allo zolfo per pelli miste, grasse e impure purificante 100 g",24.90 € / kg,0.1 kg,cura della persona
7450,noxzema protective shave lenitiva schiuma da barba classic 300 ml,10.97 € / l,0.3 l,cura della persona
7451,tena lady super 15 pz,0.43 € / pz,15.0 pz,cura della persona
7452,garnier cadonett lacca fissaggio normale 250 ml,16.36 € / l,0.25 l,cura della persona
7453,tampax compak super 16 pz,0.26 € / pz,16.0 pz,cura della persona
7454,"garnier skinactive acqua micellare pelli miste e sensibili, strucca, purifica ed opacizza, 400 ml",10.48 € / l,0.4 l,cura della persona
7455,nivea men energy 24h fresh effect shower gel 250 ml,9.20 € / l,0.25 l,cura della persona
7456,az ricerca dentifricio pro-expert pulizia profonda 75 ml,43.87 € / l,0.075 l,cura della persona
7457,carrefour acquastop cerotti medi 20 pz,0.10 € / pz,20.0 pz,cura della persona
7458,marvis classic strong mint 85 ml,54.00 € / l,0.085 l,cura della persona
7459,parodontax dentifricio complete protection gengive più sane denti più forti extra fresh 75 ml,71.87 € / l,0.075 l,cura della persona
7460,lines intervallo velo adapt proteggislip regular 64 pz,0.07 € / pz,64.0 pz,cura della persona
7461,fresh & clean intimo extra fresco ph 5.0 salviettine aloe vera e salvia 20 pz,0.11 € / pz,20.0 pz,cura della persona
7462,gillette rasoio da donna usa e getta simply venus - 4 rasoi + 2 gratis = 6 rasoi,0.80 € / pz,6.0 pz,cura della persona
7463,lines cotone assorbenti notte con ali 8+2 pz,0.33 € / pz,10.0 pz,cura della persona
7464,carrefour soft delicatezza salviettine truccanti pelli secche e sensibili 25 pz,0.06 € / pz,25.0 pz,cura della persona
7465,elmex dentifricio sensitive professional denti sensibili 20 ml,107.50 € / l,0.02 l,cura della persona
7466,elmex collutorio sensitive denti sensibili 400 ml,16.23 € / l,0.4 l,cura della persona
7467,enervit sport performance bar gusto cacao 60 g,31.50 € / kg,0.06 kg,cura della persona
7468,enervit sport power crunchy bar gusto cookie 40 g,47.25 € / kg,0.04 kg,cura della persona
7469,nivea care shower creme soft & almond oil 250 ml,9.80 € / l,0.25 l,cura della persona
7470,"gillette series gel da barba lenitivo, 200ml",19.45 € / l,0.2 l,cura della persona
7471,palmolive bagnoschiuma naturals macadamia e cacao idratante 220ml,9.77 € / l,0.22 l,cura della persona
7472,"colgate dentifricio maximum caries protection, protezione carie 75 ml",37.20 € / l,0.075 l,cura della persona
7473,carrefour primo soccorso compresse di garza sterili 18x40 cm 12 pz,2.89 € / pz,1.0 pz,cura della persona
7474,"l'oréal paris shampoo elvive color vive, per capelli colorati, 285 ml",16.11 € / l,0.285 l,cura della persona
7475,pantene pro-v shampoo antiforfora 2x225 ml,13.31 € / l,0.45 l,cura della persona
7476,pantene pro-v shampoo rigenera & protegge 90 ml,18.78 € / l,0.09 l,cura della persona
7477,nivea q10 anti-rughe power crema notte rimpolpante 50 ml,193.80 € / l,0.05 l,cura della persona
7478,venus l'originale crema da giorno idratante protettiva 50 ml,69.80 € / l,0.05 l,cura della persona
7479,dove talco profumo di talco 75 ml,41.20 € / l,0.075 l,cura della persona
7480,herbal essences balsamo formula vegana ripara con olio di argan 200 ml,18.50 € / l,0.2 l,cura della persona
7481,bilba spuma ricci perfetti con ceramidi e gocce d'argan 200 ml,18.95 € / l,0.2 l,cura della persona
7482,veet crema depilatoria corpo e gambe pure pelli sensibili 200 ml,26.45 € / l,0.2 l,cura della persona
7483,carrefour traverse absodys 60x90 cm 20 pz,0.46 € / pz,20.0 pz,cura della persona
7484,lysoform protezione mani 125 g,14.40 € / kg,0.125 kg,cura della persona
7485,pantene pro-v 3in1 shampoo+balsamo+trattamento linea classica 2x225 ml,13.31 € / l,0.45 l,cura della persona
7486,pasta del capitano placca e carie 75 ml,27.87 € / l,0.075 l,cura della persona
7487,"elmex spazzolino sensitive denti sensibili, morbido",4.19 € / pz,1.0 pz,cura della persona
7488,badedas unisexy bagnodoccia avvolgente ambra e frutti di bosco 250 ml,7.72 € / l,0.25 l,cura della persona
7489,tena discreet ultra mini 28 pz,0.11 € / pz,28.0 pz,cura della persona
7490,adidas after sport shower gel 250 ml,8.60 € / l,0.25 l,cura della persona
7491,carrefour soft flash timer* +3 anni,2.75 € / pz,1.0 pz,cura della persona
7492,enervit liquid gel lemon flavour 60 ml,53.17 € / kg,0.06 kg,cura della persona
7493,neutro roberts con antibatterico con tè verde naturale sapone liquido ricarica 2 x 200 ml,8.98 € / l,0.4 l,cura della persona
7494,golden lady 3 calzini sporty nero femmina 3 paio/a,6.50 € / pz,1.0 pz,cura della persona
7495,sanex deodorante spray zero% extra control protezione 48h 150 ml,26.60 € / l,0.15 l,cura della persona
7496,nectar of bio acqua micellare dolcezza tutte le pelli anche sensibili 400 ml,7.48 € / l,0.4 l,cura della persona
7497,golden lady gambaletto velato 20 den daino,1.60 € / pz,1.0 pz,cura della persona
7498,pantene pro-v shampoo linea classica 2x225 ml,13.31 € / l,0.45 l,cura della persona
7499,splend'or lacca fissaggio forte 300 ml,10.30 € / l,0.3 l,cura della persona
7500,pantene shampoo ricci perfetti 225 ml,15.96 € / l,0.225 l,cura della persona
7501,garnier skinactive pure charcoal maschera viso in tessuto purificante e idratante,84.29 € / kg,0.035 kg,cura della persona
7502,carrefour soft night maxi assorbenti 10 pz,0.14 € / pz,10.0 pz,cura della persona
7503,gillette blue ii rasoio da uomo usa e getta - 20 rasoi,0.51 € / pz,20.0 pz,cura della persona
7504,carefree plus large fragranza delicata salvaslip 48 pz,0.11 € / pz,48.0 pz,cura della persona
7505,carrefour lotion fazzoletti extra soft* 4 veli 12 pz,0.15 € / pz,12.0 pz,cura della persona
7506,vidal sensitive bagnodoccia talco liquido 600 ml,3.42 € / l,0.6 l,cura della persona
7507,milmil fresca vitalità bagno schiuma latte di cocco 1000 ml,2.99 € / l,1.0 l,cura della persona
7508,herbal essences balsamo formula vegana idrata con latte di cocco 200 ml,18.50 € / l,0.2 l,cura della persona
7509,l'oréal paris ritocco perfetto i bruni spray istantaneo ritocco radici 75 ml,10.30 € / pz,1.0 pz,cura della persona
7510,listerine difesa denti e gengive gusto delicato menta fresca 500 ml,11.98 € / l,0.5 l,cura della persona
7511,blanx black ai carboni attivi 100% naturali 75 ml,42.53 € / l,0.075 l,cura della persona
7512,infasil deospray freschezza naturale 150 ml,27.93 € / l,0.15 l,cura della persona
7513,dove go fresh profumo di cetriolo e tè verde deodorante vapo no gas 75 ml,41.20 € / l,0.075 l,cura della persona
7514,carrefour soluzione per lenti a contatto 360 ml,14.69 € / l,0.36 l,cura della persona
7515,multipower protein layer caramel peanut crunch flavour 50 g,59.00 € / kg,0.05 kg,cura della persona
7516,carrefour soft strisce depilatorie viso pelli sensibili 20 pz + 2 salviettine,0.10 € / pz,20.0 pz,cura della persona
7517,dove idratazione quotidiana balsamo per tutti i tipi di capelli 180 ml,16.61 € / l,0.18 l,cura della persona
7518,carrefour soft fresh+ collutorio 500 ml,3.38 € / l,0.5 l,cura della persona
7519,intesa pour homme schiuma da barba con aloe e olio di canapa 300 ml,8.50 € / l,0.3 l,cura della persona
7520,carrefour soft multi action collutorio 500 ml,3.38 € / l,0.5 l,cura della persona
7521,elmex collutorio sensitive denti sensibili 100 ml,20.90 € / l,0.1 l,cura della persona
7522,"garnier ultra dolce shampoo tesori di miele, con pappa reale e miele per capelli fragili, 250 ml",12.76 € / l,0.25 l,cura della persona
7523,carrefour neutro detergente liquido profumo delicato 1000 ml,1.89 € / l,1.0 l,cura della persona
